Date,DFEN,DIA,EEM,EFA,EWG,EWH,EWJ,EWZ,EZU,FAS,FAZ,FXI,GDX,GDXJ,IEFA,IEMG,IJR,ITB,IVV,IWM,KRE,PSQ,QID,SDOW,SDS,SH,SPXL,SPXS,SPXU,SPY,SRTY,TECS,TNA,TZA,UPRO,USMV,VEA,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XOP,XRT
2018-10-01,54700,5828100,31030500,27922300,3350000,3394700,11197700,17510800,3398100,1164100,261200,18814200,30221100,7339800,7472800,7922900,5355800,2268600,3455400,27893100,8287400,1774700,3034300,1128800,2917500,2991600,1943400,2257700,3541800,62078900,1378300,27100,2831200,2202500,3455500,1545900,8653900,14389800,4386500,12712600,49855000,16832100,10334100,8725500,12578700,7307100,3085600,5124500
2018-10-02,19900,4553400,57719700,18689200,3270700,5718500,8792700,53247700,3296300,816700,258800,35665700,70369600,17927500,10097000,25712300,5929800,3368300,2927500,28440300,8237100,992100,3862900,1090400,2566400,2148000,1228300,2445200,1989800,47258200,858300,23600,2325500,2558400,2173600,5827600,7640600,16632100,3673800,9468400,47629500,8523700,14007000,9592400,15833200,5572700,2869600,15242400
2018-10-03,48600,5827700,76571200,19372300,3212400,3959700,10503500,88000200,4920100,1369500,256900,20062900,47836900,12133900,5560600,13757700,3912400,5569700,3473900,26027200,13619400,886000,3333200,918200,2903100,2426300,1638500,2243300,2779200,64694600,1042100,14000,3210100,3051500,2721500,1803100,7127000,16370600,3935000,13244800,79591400,10534900,13292400,15192700,24676300,6367500,4716600,9997100
2018-10-04,58700,8720900,132360900,38671500,3906400,7660600,8499200,41792800,4274200,1810000,375800,53172700,42990700,11224200,6623400,21036800,4548800,3780000,3837300,29463000,17162200,3626100,6601000,1651000,7263200,4871600,4263400,5025500,6790500,111545900,1743300,40500,3300300,2471800,5871600,1636900,9168500,21225800,5578900,15192700,94700800,12520900,23292400,19964000,24075900,10976400,3988900,6801900
2018-10-05,79900,7477100,80578500,28116900,3553200,6074000,11280600,45405600,5670000,1348600,390200,26649000,32050300,8833800,4995200,20239200,4618900,4916000,4367900,31240100,6559900,2671200,8451800,1273800,8313300,7524400,4200900,4884800,7762800,105951700,1850100,47000,3480500,4231100,5578100,1940900,8283200,20543000,5352000,11983200,58148700,14165500,22288500,13903100,30390000,12291000,2961600,9883400
2018-10-08,63700,6236400,59744400,24471300,3439800,5433900,11538100,84516900,4363100,1133100,305300,23282400,50616600,10013700,6242100,9673400,3111000,2664400,5377400,21330700,6152700,3824800,6428000,1175600,7823700,5853800,3714700,5073800,5761400,87742200,1204800,35200,2772500,2140300,5036100,1285700,11331700,16332100,6290100,11578600,56594900,9359700,19973000,14908300,21489300,11924000,2160200,9826200
2018-10-09,95900,4559100,60976800,23011200,3565700,4454000,14512700,43459100,8351400,776100,239400,23741100,39183800,11340500,5540300,13060100,4401100,5353500,5886800,20620400,4145700,2327500,5763500,790300,3994000,3980500,3446900,3561100,5271500,74339000,1402700,18900,3062200,2954300,4344500,5624400,11610000,18285000,11357400,16816700,47963500,11606800,15138900,13477200,18113800,7463900,4150300,9119600
2018-10-10,162600,12292000,99036700,64586200,8992000,9063600,20029900,39068000,10311700,2322400,721400,45927900,57558300,10605000,11749200,20252200,6657700,6275900,8209500,46921800,7984800,8463900,12725300,2864900,15820200,10029900,9485400,12306900,14954900,214731000,3102200,73200,6040300,4783300,10046000,3834100,16517000,26144900,13201700,26405300,101604400,34050400,44143000,26121600,30584000,22549300,6320400,9678000
2018-10-11,120500,15270300,168923800,119275100,9767500,12343200,29452500,43813700,15429200,3143000,1267400,77242900,134790100,35620000,32915200,42280200,8382000,4487600,10570100,68877400,12816500,11268300,14708200,5205400,32491500,22483800,14318800,32488600,24666100,274840500,5459300,69800,5760800,7595100,17683200,7586400,33864500,47600100,18286800,35592100,178628200,54550500,68269500,44523200,42894800,46581800,6358000,8255200
2018-10-12,113300,8634400,116892100,66647600,3622800,6557500,24204700,36656400,9971400,2703700,1059200,48716500,63982500,18866800,12833800,24597500,5153400,3201400,7286400,53492600,26937300,6965000,10345500,3781500,18589100,11966900,8069400,13557100,17802000,183186500,2142300,68600,6106800,4993000,10416300,3537200,34798700,28567400,10650500,23579000,137933000,29409800,35909400,26263000,21869100,20797300,5127200,7917000
2018-10-15,101700,5500900,52651000,32702300,2722400,4401800,11008400,31467100,5844900,1342400,418700,24447000,64151500,15661500,6961700,9722500,4459800,2216500,3517500,32747600,7435500,2586200,6845700,2218200,8362600,5922300,4841800,6324700,6261400,102263700,1592500,25600,4634600,3714700,6010800,1996200,18358700,16002300,5128000,11590400,82196400,15201200,19152500,15892000,18353000,13909700,3183600,7829000
2018-10-16,147200,7099800,65949500,35959100,2230500,4021700,9846400,26889200,5393900,1462100,579000,30376800,40971300,9286200,14780300,11377600,4351800,3553200,5113200,35569100,11982700,3707200,4775900,2139600,7451500,6497000,5154900,6415700,8587200,118255800,1549000,45900,4070000,2849300,6350000,6943700,13520700,16985900,5526500,14571100,75137300,12547300,20999300,15468600,17937500,13505900,3360500,7828500
2018-10-17,71900,6822400,69718700,26566600,2846800,4137400,14919500,28501000,10867300,1542200,413000,24026000,43598000,10215300,9710400,13248400,3564900,5740200,5944900,24140100,10395900,2448300,5823600,2080900,7504600,6818500,5035100,6492500,6985500,110626000,1267400,28300,3412600,3274600,6785400,2907500,11655400,14034300,8535000,15804200,79472100,15610600,24164900,15837800,14258500,14232300,3580500,6980200
2018-10-18,73500,8694600,107005100,48286500,4772800,5569500,14608100,35402700,8373500,1355200,465400,42239500,40595000,8716400,8298500,12739700,4535100,5196700,4418500,31042700,8175100,3028200,6166500,1907200,12940200,7312200,6828500,10028600,12377900,134557500,1569300,34300,3709000,2937200,8487800,2406100,13088800,16859000,7693900,16586700,81706000,19139300,22960300,19370300,16519000,14455600,5447800,7716300
2018-10-19,51600,6618300,81176200,31924100,2516000,4145600,8679500,33204400,7457400,1172100,522000,38725900,32958300,8405900,6622600,8992800,3240000,4619100,3043300,34214200,11897000,3770200,6297500,2268900,8604700,8472000,6193400,6762700,7245500,139901600,1659500,48000,4404100,4617900,6337500,3377300,13201100,15167700,7105900,13568100,73614300,17152400,22141700,28312300,29789600,11318600,3725400,8711300
2018-10-22,46000,4662600,67724900,28641300,3220600,3252300,7296500,23374300,6163900,1474200,442100,32968400,30036800,8725500,7316100,9269700,2281200,5597400,3852700,28218300,13956100,3939400,4644900,1632700,6560700,5708600,4825900,5649300,5914900,82415800,998100,33000,3171600,3946100,6699800,2103500,9708400,14177800,13326500,12294500,58645800,13675500,15981000,16645700,12250000,8288300,3528000,7601500
2018-10-23,93000,7360500,89864600,54694300,5356600,6549400,16258200,30560700,8984200,2309600,840200,51149000,51504500,13482800,9867400,16175500,6499200,11887200,5541400,37228100,16351200,6184700,8734300,3260900,14118400,12783500,7697800,13312300,10254300,146352700,2053400,83500,5628700,4789500,10320400,4557400,18121600,17778900,20201900,26477700,93698200,25139900,24066100,30466600,18924600,15424500,5512900,7214300
2018-10-24,138800,7624300,87632500,62942300,4730900,5874500,14193300,37306500,6710300,2010400,659500,31928000,38506000,10580900,12229900,13947400,4053900,9566200,5209200,40412400,17713600,7645800,8973400,2863300,15893600,12996700,9348200,13741600,11521800,177806700,2733000,72500,5675300,4711500,11146600,4325200,17447900,24787200,20634000,28100200,98050700,22170900,34165400,36761900,29163400,17431900,6471600,7269300
2018-10-25,77000,5920200,80961600,47758100,5713500,5609900,11564800,37577300,8333100,2075800,686600,33292100,85572300,18591900,11709500,14194400,3623300,5503000,4590500,32311300,14076300,5064700,8253600,2666600,11123700,9211900,6732000,10523000,9504800,138061500,2582900,54400,3634400,4382900,8038000,5093400,15142600,18853500,14255800,25333300,72439400,23871500,23377200,30018200,29911200,15725100,5682000,7034200
2018-10-26,79800,5882900,139198800,72008800,10116000,6948200,22271900,49430200,21983500,2689400,1499500,51478700,74515900,18724600,16735700,23693300,6275200,9750000,7153700,36986100,16867400,8565400,12983000,5032700,30635300,19579000,10652300,21149700,18354000,201574600,2615400,82800,6666500,5740300,13321000,5084000,20149700,28023400,23979300,25579900,115308900,34330800,42743600,39310600,36893000,25507900,6037100,9939400
2018-10-29,134900,6833300,102322800,60675300,7001700,6804900,14218700,74208200,9215700,2481800,1639700,36120400,39090300,10214200,19762000,21027600,5859300,4734100,6301500,33031300,11332900,5838400,8377400,4164100,15974200,13500600,8851100,13228400,13256100,160749100,2870400,105300,4659300,4421000,10189800,4586700,20833400,27499700,17412700,24459800,97946100,23645600,34055300,31687500,24973200,14024300,5553800,9041900
2018-10-30,82600,6151100,99881500,50851500,12515000,3811900,14710300,50214700,8763200,1620600,920300,33135700,33839100,14126500,12230100,21767300,5529300,5728400,9531100,29017200,12330300,6167000,6880300,4376000,13627900,12124600,6286900,11692200,11559000,157116000,3281800,76000,5054200,4491800,8710800,5167900,19149100,23070700,23172600,26397400,82719100,23445800,30560800,33148100,25065500,15432000,5951700,11203300
2018-10-31,115000,5376400,92768300,49348900,8475700,7454300,9942700,30450200,4646100,2195400,814800,27443300,55037000,19501700,20699300,16049000,10482900,4623900,7040700,36785400,11199500,4351600,7075600,2866400,10921400,8177800,6174000,9059600,11233400,128296300,1986100,75400,4669400,2911900,7980000,3632200,17049400,23487500,13167700,17287800,93781100,14205500,21144100,30135100,25143000,13460700,7365600,9588900
2018-11-01,87800,3267900,120482200,42760200,3467700,7724800,8843500,31287100,4776600,1214500,466600,68068500,63588500,19521100,11291500,22985600,4011200,4038700,3428700,28496400,7468100,3351700,5337000,1782600,7317200,6310700,4317600,7337100,6358300,99495000,1738700,41500,4031100,2836000,6223400,3264900,14964300,21896400,13724300,21475800,62346600,22653800,15553100,22589800,27027400,9668500,5950600,6947300
2018-11-02,96900,6413400,111324700,39087900,4831200,6156200,14330300,27696700,6119300,1626900,610900,49165900,38780200,16191700,9651100,28639000,4993500,3390800,3391900,26671600,7610800,5826900,6680400,2766600,10077200,11316500,6079700,8153100,7961100,122634100,1591100,71700,5119400,3024300,9459700,3708800,16380700,26037100,13439800,21212500,73034200,23216400,20213100,28704100,24136600,12953000,4543700,5735800
2018-11-05,69400,2833700,58319600,23002700,2205300,4519600,7455100,26228400,4356600,1153900,394400,23627500,29600100,8082000,9356800,16001400,4628900,1860200,5606200,16940900,6609000,2352600,4187300,1027400,5274800,4135900,2801900,4638500,4008800,65622500,852700,40600,3210300,1866000,3629000,2137100,10887600,13925400,7856800,13231600,58705800,17524400,14208200,19972200,21253300,7783500,4663100,4584400
2018-11-06,65800,2193300,40847800,18973700,2602300,2353800,6607600,20868800,4585600,935300,244200,18042800,26050300,9339600,7416200,10239400,3846000,1662400,2430900,15572900,5402900,1674500,3808700,721500,3760300,5568900,2298000,3034300,3513000,60085900,822000,28600,3053000,1646000,4844400,2332100,9456900,12328700,6572600,13072100,51010900,15588600,9133800,15626500,13068100,7980500,4088400,7399400
2018-11-07,80300,4462300,81011500,34148400,3022500,5652000,6617700,24031500,3924800,1801300,747300,38296400,22573000,12868600,7384500,20814500,3533000,3373400,7669100,22127800,11860000,4532600,4661700,1627300,7836300,10405000,4159300,6611800,10131600,102752100,1106500,42800,4704500,2244500,6292900,3776400,10109900,13378200,6781100,16662900,59990800,14217700,16314800,15067100,20725400,13310600,6862300,7340200
2018-11-08,33600,4023400,90610900,31336600,2935500,6634600,5957700,27677600,3388300,1205300,366300,36277900,36788400,11034200,6278900,16910200,3289600,4674500,7660600,14987700,5601100,1403100,3342900,1216000,6862900,4832400,2813900,5137000,4613400,65584900,731600,25000,2348900,1561600,4855400,2081300,11523800,14379200,6447400,15144900,46730100,11967400,10409700,12890200,20584100,7345600,4495100,5650700
2018-11-09,42100,4386500,82943700,27581700,2356500,6789000,5961400,28157700,5927300,1198900,490500,47290600,48178200,11356800,8395000,14557600,2936000,2149600,5327400,20654400,7290100,3326800,4833000,1120200,7394200,4711500,4498600,5669900,5268700,98812600,904800,49500,4430100,2193700,5622000,3697000,12446100,16329300,9012400,22917800,47051200,23409100,12941800,18510900,20015100,8486500,6752300,5109500
2018-11-12,78000,10153000,68569700,31068900,4180000,3560600,8666300,18621300,4118300,1398600,654000,22649600,38310500,23842600,6496400,17323200,2331400,1460900,3786800,21886800,5779600,5342000,5725300,1926500,9284400,6586800,5285200,7148100,6892200,99673600,1195300,67600,3744300,2650300,6458700,4799800,11566700,19434100,10059800,18041600,47135500,10822300,16431100,15950700,27663900,8423200,6512300,6435000
2018-11-13,38200,3937900,106305600,37193900,5681000,7196700,12614500,34308600,6933700,1191400,444300,48354100,37410700,14458100,13017100,20376700,3033100,2621500,5396800,18468500,8114900,3965200,4439500,1979100,8476600,5876900,4814300,7747400,7344600,98176600,1708700,42000,3181200,2901800,7649100,2983700,18233600,16903400,9506200,32731900,69820600,16032200,15703500,23146500,23758000,14227000,8704100,6058400
2018-11-14,38900,5610300,96621100,51506100,5096400,5020700,11159800,29037700,8608100,1579600,907100,40206300,66754900,20563300,11787500,23592800,4329600,2159400,4614900,24549100,10719200,3764000,5115100,2463500,10693000,7842400,5201200,8357400,9201600,125335900,1080600,54600,3530900,3395600,11150200,4537800,18431300,21155800,9726300,22542100,104274200,18374100,19496700,17577600,27577800,11664000,6129500,12208100
2018-11-15,39800,5667000,146475800,54666300,5620800,8234000,17022100,32587300,12485500,2075500,1327200,62021000,39657800,11804000,19057200,43380300,6647200,3202600,6163900,24482000,9542300,5112600,5027100,2649600,10610100,13444200,6201800,10833500,8673400,135101400,1024500,73700,4533700,3431100,7082600,4418100,21519900,25360800,12033900,20306800,93998000,24411600,26301100,25604700,34281200,15563900,6690500,13515400
2018-11-16,21100,4529500,135075800,30723600,4025700,5347000,7463600,34930100,9674900,1102000,667000,47186200,46150500,12126400,12563900,28867300,3790500,5345700,3803900,29323500,7700500,3119600,3736100,2084300,9019000,6257200,4776100,7516800,5848400,126668000,888100,39200,3864400,2732900,7126000,3258700,17132900,18183200,8731000,19755500,80518300,15156000,17972900,15212800,21406400,11323200,5688000,9643000
2018-11-19,60700,4249600,77777300,30409700,4173500,5110600,13307100,23061800,5135800,1281000,776300,32064200,39968700,7340300,11021100,19338300,3073800,2985000,3555700,21540900,7511000,2575500,5028400,1727400,8805400,5710300,5329900,7306500,8174100,103061700,836600,67600,3935900,2561300,7912600,3435200,14276700,22622200,12284200,15583800,65491300,14365300,19198600,16727200,14572000,8821000,5180400,11331300
2018-11-20,124500,7341100,98272800,41209700,4908900,4543700,12685200,26755100,6406300,2068800,751600,31192000,33847400,10733100,12515100,29153900,4155000,3829900,6274100,25907000,9128400,4690800,7266300,2201400,13080600,10771100,7919500,9141800,7113200,136021300,1296100,106700,6404300,3250600,6994500,5683200,20991700,19310100,11259300,26324400,103778300,18024900,28064800,33023200,24428400,11604300,6700400,14196000
2018-11-21,30500,4257600,68104600,32720600,2255800,4651400,7393500,18089800,8036400,1127000,547100,32956100,51285800,23359500,12708100,15919700,2821600,4395000,4247100,17902300,7071400,2243300,2890000,1205300,4799400,4494400,3872800,5090800,3025700,75563700,471200,42200,2651100,2213000,3888100,5803200,18226000,16361300,7013400,17330900,48618000,10846000,16503300,16604400,18909700,9345100,9376800,8590400
2018-11-23,16200,1928000,32048200,13336500,1198400,1148200,3632400,9435500,2834700,653800,376400,23611900,30344400,11462000,3949700,6794300,1504900,1061000,1660900,11134800,3462000,807400,1524400,670300,2468000,2397100,1819200,2586700,1934200,42807900,337200,18700,2580100,1217700,2233900,1190700,6264100,11634300,3151100,14421800,24252300,6205500,5338100,8700800,8117900,3939500,4168900,4886900
2018-11-26,34700,3435500,76320100,31007400,4899700,3933600,10030500,36574900,7108400,1170100,555500,32289100,23593600,7732600,9515500,17716100,2774300,4761400,3187200,15346400,8620400,1828300,2641600,1058900,4800700,7580500,3589000,5312100,5539000,79981400,530500,47300,3870400,1858900,4116100,2134600,16424000,21898200,5357300,16682700,50168800,12896300,12534600,13125400,16101000,7141200,3726500,5770700
2018-11-27,78900,2932000,81069100,38111400,3209900,3534600,9327400,30179100,5332900,1095600,457700,23974700,51165000,12878500,8888500,13872800,2875100,1313800,4565100,14461800,5959200,1682200,2469600,1013800,4924800,3948100,3522500,4550500,3131600,75502400,579000,40200,2949300,2165200,3550700,2763500,17083200,16505200,5871100,22264300,47174300,14430900,11538200,15954400,13183400,9262000,5502400,4910800
2018-11-28,85700,5132500,121010900,40600800,3875200,4939800,10386600,27656400,4050500,1499800,545300,58090600,49633100,17630100,12111000,31189500,3304100,5691600,5484700,26125900,7442800,3541400,3978500,1325400,9129000,8252900,5697300,6582300,4329600,127629600,789700,75300,4905500,3003700,6384400,3218600,18897800,26402800,8531000,21148200,61375300,14139400,16609600,21973700,12062200,11870400,5952500,10093900
2018-11-29,36900,3471100,104239600,31259700,2477900,5525400,6910800,18644800,4503200,939800,357500,51899100,28893400,8434000,9469200,27815800,3075300,2297000,4901300,15134500,5770000,2033200,3338700,762100,5318000,6844300,4628200,4259500,3099500,82346400,563600,50600,2819400,1994400,5724200,3680800,15866500,22376500,7138200,14414200,43664100,12997900,14115400,13285000,17489600,8796000,4675500,6639900
2018-11-30,32900,2991800,92961200,32068600,1951200,4635600,6369100,20153500,4951400,953900,314200,45521300,31883800,8097600,10099300,17931400,4538300,1369300,7603600,20304700,4979500,1659500,2983700,526800,3960300,6755500,4103300,3913500,2667800,98204200,420500,33800,2724600,1990200,4818600,3340400,14300400,18214800,6058200,18129000,45435200,16428000,16509800,16551900,18166800,15875900,6553500,9058700
2018-12-03,98100,9544200,125024100,43673900,2795700,7939500,11254600,23197200,5657300,1345800,403200,62609100,47882800,8628400,10620200,31289300,4625100,2256700,5885800,23379800,9048600,2395200,3128500,1118200,5435600,7818700,6058500,4473900,4037600,103176300,773200,44700,3978200,1974200,6024800,3707800,16144100,22344600,8575100,21995400,65332700,19554600,16231700,20855900,17906500,12158200,4751600,6839500
2018-12-04,131800,5376900,134758200,50079600,3893500,6405200,15363600,27673800,6234400,2906200,1240100,51088700,45434300,7537200,13329700,28681300,4408400,5476100,6727800,41077900,19682500,5320100,4779000,2128600,10831900,16355100,7951500,10116000,8009700,177986000,1411900,62000,6963000,4421300,11963600,5444300,20493400,23569400,9045800,18296300,110918600,20580300,20991100,27634900,22268000,15011300,3973900,8812300
2018-12-06,136400,8232800,165155100,78905500,6444700,6547100,27539600,33901700,11855100,3199300,1499800,60013400,50911100,9795000,17953200,30947700,7244600,5405000,8536300,37581200,16879700,7447100,5886700,3146200,15887500,18496200,9950000,12044400,9254600,204185400,1666500,90500,5464400,5447100,9339300,8655800,40213600,31668000,13225300,35356100,134687100,28325800,21577900,32514000,24697900,18492900,9024700,10222300
2018-12-07,84800,5963700,134304600,54090300,10526400,5711900,17163800,32676700,17137000,2326200,1185800,51981600,67727400,22663300,21336000,28906300,6185400,3407900,6089100,28525100,13714700,6236300,5278900,2936400,12394000,11384300,9520200,11224000,8544000,161018900,1099500,141300,5302600,4843200,10764000,5345900,39750900,22938500,14026300,27445700,86740000,19238300,19937500,23139500,19729400,14930800,8226900,8290500
2018-12-10,119100,6021000,104465300,61630500,4212600,5288000,18181200,31767600,8187000,3538800,1294500,41488500,47462700,11588400,20445900,34028500,7963900,1952600,8522700,30776600,12890000,4705700,4277800,2741800,12702100,15545300,8545900,10240900,7714700,151445900,1028800,68800,4357800,4112100,8269100,5977600,31901800,33157000,11664900,23382800,101121800,25360000,20447800,44469000,21148100,15372000,6194700,7868900
2018-12-11,78200,5646500,104014700,71163600,7446800,5394300,14283000,25738200,12484600,2462800,942100,33732400,50550800,7245100,24148800,23559000,7356800,1606600,4526500,29229300,9727000,3169800,3571200,1679900,10058900,6856000,7198200,8293300,6439400,121504400,711100,49300,3926100,3157700,7024800,7042000,63207200,30196700,10071100,17241600,92308200,18475700,15813100,25677400,26093400,13632300,6624700,5463900
2018-12-12,65900,3734800,89712200,45925600,5560300,6055600,11280800,40400100,5995700,1949400,726000,43596100,71833500,17992600,16290700,26319800,5524100,1603300,3879400,27894800,10019800,3086400,3980600,1689100,8224400,8172700,6801600,7210700,5936700,97976700,766500,40900,4002900,3200500,6482500,6080700,31096300,26534300,7451000,19267400,86748900,14776400,16928800,18735200,18297400,12581000,7154200,6635900
2018-12-13,46200,4455300,72445400,44498200,6477800,7731000,11967900,26322000,16094800,1848300,740600,31964100,42891300,11584400,18683300,33451900,4448000,1232700,5215800,23205400,12110000,3632900,3614200,1208000,9206500,5911800,5364800,8262100,6167500,96662700,692800,33400,4339000,3131400,5360700,5332500,23093100,23109700,14628600,15299000,67232900,15917800,12819300,16987800,18072000,11567100,7011800,7428900
2018-12-14,50700,6591200,94915600,50416200,3685500,4622100,15726900,25352500,9222700,2486300,725100,39195100,48779800,11982600,20643200,27492500,5736200,1961200,6080500,24037200,12631800,3400800,3515300,1785100,8825400,8212800,6949600,7821900,5508900,116961100,568400,42800,4231100,2885600,5422000,4808500,29362600,23516600,7979400,22893600,66817000,14806200,15516200,20262700,25155600,19422700,7397400,10285600
2018-12-17,58300,7036700,109276200,58508500,4914900,6638400,21004400,31486000,13846600,2750900,1045800,48713100,67083000,21040200,29936300,37250800,6119000,2508400,9320600,36468500,12265600,4591400,4727100,2399300,11839000,13534200,9401900,8278300,9381100,165492300,1161700,65100,6091200,4226800,9392100,5321900,40511500,26749700,15251600,20732300,101180400,19796800,23263500,27324100,30210800,22089500,8146300,11474600
2018-12-18,59400,5349600,102509800,48896500,4572000,5569300,15129200,21913600,8852600,2296100,1054200,32287600,79518700,14092800,32398600,36482300,11210500,3710000,10267600,42277200,15975900,3208200,3749100,2078100,8663100,9306900,7564200,8086000,8095800,134515100,888100,52700,4619600,3776900,5696700,7386700,34008500,30125000,11682900,26617000,90844000,15665200,19626600,27349700,23635400,24712500,9036700,6465300
2018-12-19,85000,9545700,204046200,68491500,7235200,6683200,24112500,40627600,18505700,2997100,995100,60141400,120753200,30532800,31902500,49869800,13154400,4318400,13166500,47676600,17780200,6233000,5125400,3140200,13721900,16510500,11983300,12439500,13246300,214992800,1009300,113700,6102100,4653800,11783600,9182800,36605200,55565500,19700400,45548900,129331700,23552900,33606100,46289600,27928400,23075600,8946200,7210700
2018-12-20,116000,11912800,183908800,97602600,6602300,6388200,22901600,37896000,12525000,3550100,1646100,54806800,94498200,30235800,46751000,51269300,12767500,3045500,13684400,57908100,23969000,5830400,5164500,4679900,18720400,28724600,13724900,13569600,12317200,252053400,1395000,103100,10421600,6649300,12686000,14193400,52253900,38334200,23173100,38504400,107016900,25709900,39501800,43415000,39023800,25321600,7196300,12193900
2018-12-21,69100,10242700,143673400,93622500,6874800,6910700,24613600,26578700,15941600,4404000,1812000,36337600,63178700,12984500,38270300,42734000,12592600,2502700,14262700,59404800,13368000,6814400,6141900,4767500,16260000,19320400,12712400,14492500,10894500,255345600,1170100,149800,9133200,6461900,14374900,13145600,57168100,36971100,20556100,37393700,118502300,28744200,41613700,38484500,35645800,28909200,7463600,15150100
2018-12-24,76500,7024000,50709500,47120300,2602800,1718100,16386600,10079200,5292000,4006600,1732800,17081200,60507000,14623100,16781600,18701200,6493800,1291300,6419000,28575700,7949400,5541400,2751600,2119000,11111900,15299600,7749400,8732400,5259700,147311600,666600,143800,5297000,4483300,7791500,9083700,29000600,20581900,11328200,15605900,71752700,15800200,21117000,23086800,22665300,14235500,3212800,5244400
2018-12-26,105400,9761100,96347200,69827600,5367800,3401700,28378500,23611100,9085900,5418000,2096000,32870100,76365200,19253800,32170500,34170500,11261000,2437800,13154100,40182700,13650000,8565600,6372800,4689100,16020000,22964500,13894400,11138400,10159800,218485400,813300,136200,8450000,6122500,12113800,8794300,54247600,39456100,17116100,29097000,108133500,17549000,29060100,26670600,30839100,20575100,8201800,11254700
2018-12-27,102100,7952000,81792700,76591200,6211500,6634700,24602600,16442500,15906200,3432700,902000,35999800,52393000,11075300,32035100,28667100,11373100,2052600,12693600,39527900,10051400,4697900,4321400,1916900,7885700,14750300,14909600,8683900,6178900,186267300,859600,84600,8320300,2511300,10967800,10713400,56908400,36809700,14923600,24377300,98005000,13980700,23438800,35926900,29730600,14045700,6578300,8576700
2018-12-28,104100,7266800,72869100,68541800,6554000,6797000,17348000,32681400,8712100,3309100,1037600,24800300,49835000,7542800,29851600,30636200,12073300,1754400,10856300,35994400,9525800,5461100,4476100,3026900,9890900,17271600,13116100,11404900,6558000,153100200,691300,71300,6757900,4116700,12550900,9279000,46759800,29480000,9453000,19437400,76348400,15917200,19842900,24436600,21087600,15770600,5523300,5299100
2018-12-31,61300,5079600,72972200,62878800,3211300,3059700,10691200,10646500,11666100,2594000,634300,18322700,53866600,14759100,33323000,22928400,9400900,1983100,10117800,29173400,9398900,3241400,2810800,1502600,4625800,9616200,9072100,7057700,4583300,144299400,307500,52300,4967000,3321100,5689900,9684600,48032600,25687900,7798000,18705200,56435400,10068900,16860100,14959600,16302200,10163100,3982600,6552100
2019-01-02,42100,5319500,57198800,38723200,3756500,3331700,12513000,41926700,5530800,2689600,804500,30521500,39963400,7554200,13022100,18610800,4747200,2759000,5980000,27295100,9455800,2935600,4289200,1512800,7162500,27610300,10629200,8748700,6063300,126925200,625300,59300,6497200,3171900,7082700,4628700,16891700,17856900,9096300,24892600,62945000,14687500,15442900,20459000,25173900,14179900,6317700,6532500
2019-01-03,72300,7350200,62767600,35012600,5076000,3274500,10740200,24851700,5332800,3080200,954200,30627000,52555200,16319200,12521300,17972900,4969800,2004200,5831100,29294600,9238500,4915200,4723900,1992200,10146600,14096400,10652700,11232400,7910900,144140700,709800,127500,6656500,4366500,7631600,5881200,17809700,15615100,9834000,18024100,65729700,25976200,24946700,22074800,21587500,17668000,4579300,9063300
2019-01-04,62300,7343700,103055100,47001700,5316800,6729100,18702400,40899800,5595400,3694400,885500,45264800,60257200,16724000,9537800,21358500,4879300,3257400,6430100,35355300,10113200,4302200,5338200,2476300,8950700,13411500,13208800,11091900,6118200,142628800,678800,194900,6383400,2959400,8118500,6096800,12485600,21471400,8950600,21351500,64638400,19883600,20767800,19003300,19003500,16262600,6623800,6056500
2019-01-07,53500,5101600,76597000,30335900,4559000,3884400,8639900,26407700,2835900,2022400,311600,28189800,41231900,9646000,11313000,16288600,4983200,4142300,5961000,30477900,7751400,3439000,3228900,930300,5029400,6744200,7787400,5086500,3307100,103139100,636500,53900,6054400,1846300,6417500,5668500,15899600,17582800,7468300,18056700,48167000,15193100,11908600,15143300,16267700,12387200,6922300,8366300
2019-01-08,60000,4845800,70518200,26444600,4335100,2734800,7369700,23524800,3702700,1814300,584900,32023400,36313100,8145300,13194500,19498600,5268500,3104500,5348500,27320900,10226100,2375300,3226200,1342200,5112500,5515900,7245700,5688300,4203100,102512600,517100,52800,5286600,2552200,5667600,4442100,11334300,17090900,10328600,18692300,90114700,23069500,13002600,28273800,16643500,13371000,7566200,6895100
2019-01-09,91300,4872000,125118800,34615300,5301800,5766400,14208800,38010000,9413800,1636000,400500,40136400,55350100,8472700,13305000,25835100,4934200,6240800,4097000,25764600,6577100,3004500,4016000,1296100,5726600,6512700,7309500,6253500,4663500,95006600,604200,53400,5635000,2436500,4666200,4677000,19657300,21629700,8125200,18756800,61037100,10036600,14022400,15684500,18074700,11259700,6567700,4394300
2019-01-10,42900,3052200,85207600,33699300,3714300,3876800,8570400,31156900,5607100,1868800,710700,25310200,38185600,17805800,9585100,19985100,5003200,4270100,4325600,22896800,8144200,1743800,4366900,1288200,8460700,9195800,5935800,7778800,6226600,96823900,807100,42500,4778100,2311400,4590100,3325500,16334500,18736700,8471400,19167600,48630500,8900400,10934100,32431700,25458100,10396800,4762000,17426100
