Date,DFEN,DIA,EEM,EFA,EWG,EWH,EWJ,EWZ,EZU,FAS,FAZ,FXI,GDX,GDXJ,IEFA,IEMG,IJR,ITB,IVV,IWM,KRE,PSQ,QID,SDOW,SDS,SH,SPXL,SPXS,SPXU,SPY,SRTY,TECS,TNA,TZA,UPRO,USMV,VEA,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XOP,XRT
2020-02-13,19800,2638000,64757500,20113100,2069400,3882000,8400800,22242500,3493400,613100,637900,28958100,29937400,9472900,5662300,12313500,2667200,1976500,7908300,12649300,8503400,2559800,3298400,2172300,6839200,5058900,4065400,15326400,6726200,54501900,528100,201900,2115100,3431700,2630100,3494300,6793000,14411400,4117800,11974900,22758700,8231500,7401400,7950900,13587600,4778500,7335200,4280400
2020-02-14,31300,1861700,45095300,15005100,1331500,3720800,11651900,19206400,3445600,433500,942900,20948600,22888600,9178600,6044700,8403700,1930900,1695200,6510600,16006200,5276400,1846000,2315400,1667100,4626200,4402200,2484100,8156800,7294300,64582200,425600,89800,1988600,2760400,2299400,3705200,8702600,8417000,3627500,12520000,22080200,5319300,6196200,5421200,10554100,5114200,5740700,4241900
2020-02-18,31200,2397800,40176200,29201900,2228400,4999800,17769500,20304600,1603400,706000,668800,18917200,64678400,20946700,7102500,9823800,2408500,3151100,3566600,13412100,7410600,1591100,2674000,1698500,5325700,5215700,3819000,12602400,7217600,57226200,229000,133800,1755600,2660700,2460300,3810500,8124600,8623800,4708100,16314700,37768900,10399700,10316600,6902300,15034800,8409300,6615300,4075000
2020-02-19,57100,1474400,45651500,16232700,1701300,5513400,7255600,16095500,3787100,312700,305000,16643500,45467500,22533600,5191600,7475700,2137700,1352700,2678800,11084600,5375500,1210300,2418100,1475400,3581600,3157900,2099700,6850800,4711800,48814700,376700,200400,1591500,2359000,1408000,3086900,6371400,9889700,6827400,12455400,25643300,4638700,8307800,4971300,11195500,6427900,7081000,2561100
2020-02-20,46300,3493900,109316300,24607700,4083700,5393800,16841300,29010400,5454000,591000,679200,33181100,52313900,14098800,7432200,14421800,2857600,2848600,3567700,20383800,7806800,3424900,4664100,2684300,8510800,6178600,5317200,16069800,11935500,74163400,464300,256000,2827900,4070600,3742700,3610600,9327600,13407400,5180600,13050800,50344300,9518700,13162300,13397700,14405100,8080900,8847100,6619500
2020-02-21,19400,3271800,70553100,24361900,2421900,5124600,14166100,28883300,2885800,692900,814900,36464900,76564200,20847800,6943800,11427100,3849400,1500300,4323700,18729900,9623900,4319400,6594200,2524900,9772500,9790200,4788400,16739200,10468000,113788200,652600,416300,2555600,3640300,5077600,3561700,9270700,8103800,6520500,13808200,51128200,13184800,14949500,10027800,11728600,6510800,7094500,5552300
2020-02-24,84900,6595200,101505600,51653500,3990600,7643700,19626200,40702800,7719500,1389500,1826400,54703500,87112400,28418000,12081200,23906300,3776800,3508400,7492100,28239500,9308500,7949200,12968100,5437700,22542800,15841000,8863300,34661800,23264300,161088400,950400,555100,3373500,5013600,8249400,6257800,17685000,17789800,9294900,33037500,70455400,18010100,21182600,19892700,20442100,16284500,10951000,5865700
2020-02-25,158700,9903700,118601100,55520000,7201300,10853000,22165400,35755900,8179300,1949900,2509000,54366400,91165500,28858900,18848500,33199500,6347400,4723600,12100900,45047000,11800100,13159100,16963100,8294300,34411700,22998300,11042800,49009700,27786500,218913200,1527300,942600,4627800,7531300,8857900,8344600,21171600,21292800,20062000,42837300,111826900,33000700,31467200,25721400,28138300,20301600,13248900,9671400
2020-02-26,151000,7477600,109411100,64966000,7056300,14462200,23188100,60971400,8552900,1913400,1383700,45905500,49317800,17992000,17473400,43384800,5228100,4696400,11655100,39465000,8492000,11682500,11256100,10052300,28281900,27590700,11818100,36973500,24434500,194773800,1560900,797100,3837700,7721100,8471300,10318100,22686100,25218200,14303600,48828300,95015700,32619800,27879800,26066400,26192300,13721600,12975800,9836900
2020-02-27,129600,11188900,151063200,80201400,12611800,22021100,31058000,64789800,10123200,2714800,2730900,49675900,125123900,41884800,23710800,42319900,10352200,4877500,11340100,50530300,13750500,17516800,15409400,11180000,37520800,34568800,16237200,54664600,34275200,284353500,2028800,1264800,5711500,6545500,13738200,12483800,25284800,35274700,20697200,61278700,143536200,42597300,33912900,39092300,43603100,22047900,22331100,10635100
2020-02-28,288500,17555100,201191200,122982100,8276300,18943400,34633500,57037600,14907900,3385400,2392300,59677100,166818900,53682200,38718300,68788000,14251100,6043600,19516300,72757700,13822800,40719700,25083100,11162400,36824500,54776300,20123100,53508200,38527800,385764000,2073900,1308000,6732000,5893100,14701600,16727900,51134100,54845800,30742200,68764400,192064200,79119600,55929500,50978800,90272200,27751800,21605400,9079700
2020-03-02,167300,8544500,135152300,78735900,20764400,12016800,23738900,58050300,19064700,2304600,1976300,48122500,83762400,26748500,20199400,52749100,9547300,5735700,11780800,33569300,9062300,14258900,16663700,8738800,29662500,34681500,14869400,37987500,30901700,238703600,1428000,941700,4481800,4920300,9847100,12385900,37864100,40151000,16817300,36642700,127115500,44798900,35004300,27103100,42175800,22359400,14667000,7669100
2020-03-03,139900,11482600,141798700,77691700,9348100,19193900,25886600,63787600,15592500,2624700,2289600,60878800,130291500,38785300,26453500,49443900,8093900,6809600,12910300,42941300,15844900,23691300,17289800,6833200,29798900,36233500,15354400,39188100,26555100,300139100,1671400,1151700,5959400,6524200,12598400,13061400,36357600,50334100,28390200,48595300,256525000,53823900,47494600,35237500,63279000,33385500,15468900,11493600
2020-03-04,103500,5408100,80064800,41681700,6736300,7859800,18699700,32017500,10054200,1390400,1504100,30524200,55030300,19071300,11887900,24211800,10571100,4377000,7188600,36195800,12236100,10773800,14095000,8402700,22857300,25576300,10415800,31393300,26494600,176613400,963200,636900,3502900,4505900,7110400,6208100,23674800,25280500,14079800,24484500,124408000,32387800,22363800,26214300,31428200,26418700,11612800,6672400
2020-03-05,374000,5872900,107474200,46294000,7619300,9204800,13667400,54432300,4831300,2203600,1867200,40896600,68343800,13799800,11663700,23099300,7076800,3581300,6506600,32729400,11490600,8008200,11806600,5012900,25470400,17668600,13031000,26891500,22009400,186366800,1358500,600500,4819900,6300400,10101200,6288200,20231100,24944100,14177300,29387300,130265700,28762200,24509500,16556300,33535100,17873000,10521800,7519400
2020-03-06,180800,7372400,104006900,64277200,4508100,9354700,19064600,75505100,8635500,2503900,2712800,46723400,81228000,29627700,21455700,35866100,8790400,4328400,9896200,39688300,9931700,21068600,17289900,6589900,28225000,21290300,13626900,43652500,31686500,228667200,1705700,722300,4930800,6823200,9338700,7646200,27329500,36225700,18941100,61517400,160606600,40681300,28815900,24800200,35498900,17917700,22663500,11267600
2020-03-09,196900,10406900,143376900,68431000,5588400,14140300,19592000,73650500,6654400,3545400,2719300,57639400,87651700,25619400,35736400,50446000,10855200,4656000,14676500,56320000,11877900,10617700,13541500,5064500,19411800,21614300,18924200,32923200,24353700,309417300,2140200,519100,6872700,4263000,12901800,9272400,50500700,38193800,14245000,66556900,134165700,24792500,29559900,19126300,37169700,21968500,32861500,13912900
2020-03-10,166700,9407100,142773700,110061600,11828500,12719300,23477000,47720100,16175600,3497400,2274400,46744500,82748700,17840900,43662900,53001600,12834400,3901800,14213300,54432700,14950900,9094300,14446400,6537200,26271300,25560900,21643600,40324400,24334800,276444100,2033800,617200,6801300,6793500,12444700,14800500,67138600,43913600,16718000,48431100,149282300,18385600,35582300,28174800,40808400,26473200,30412800,8640200
2020-03-11,321800,7687200,137795400,77459000,6526400,11823200,11652400,76176800,7609400,4054200,2370800,49439900,119428500,38069500,27232200,41651100,11179800,5174600,9984000,51354800,14164900,9795300,9178900,4575900,16150400,25356800,20910500,35023400,20830300,255316300,2124600,518200,8227800,5297300,12387500,8619900,52331500,41684100,14954800,43477300,146915400,28414900,31652100,17759800,32153900,23217900,27974600,10756200
2020-03-12,469100,17322600,171341200,91385100,5444600,15060000,21360000,72411400,14319100,5820300,3001500,78653600,106328100,84076500,35592000,54433100,14233700,4956500,22444700,70114300,18536000,22565200,18396300,7408000,33265200,50457400,33980800,47180500,33129300,392220700,2525400,724100,15497000,7173900,22494900,17075700,67385000,42380000,15365800,38829100,161437500,23659800,32745300,26713800,38883200,20652200,19380500,6809300
2020-03-13,398600,13676000,128272900,73588700,5391300,17261500,11590800,61942200,7486100,4521500,2978600,66179500,195650900,63825300,36502800,35203900,14582200,4039400,24915800,57915100,11725700,21341900,13564000,8720500,31200700,39872400,31641100,47686700,31709000,329566100,2308000,712300,11662100,5434400,17958200,12226100,65979800,42239300,12114000,34098400,160945700,18660300,32924800,24835800,27138600,29162800,18921300,8172100
2020-03-16,526900,12407000,101553900,54122400,4352900,6032600,9191600,61370300,6716300,7340800,2605000,48274800,199906300,83778400,40519400,39825100,11082200,3504300,18004600,59095700,8745800,19961100,12598000,6986500,23312300,39982900,42234500,45599700,27440500,297240000,1544300,501000,12311600,4243200,21757500,10590100,60833000,44521000,14427100,40233600,110661600,18656400,40622400,27436800,28146700,21474800,18009300,6643100
2020-03-17,568900,16128100,92310900,55045400,3325500,12029600,15956600,50296100,7853300,5812300,2571500,41580100,119759900,47502500,37041900,39323400,14536000,4192900,18140900,59344800,9275600,19149800,13949800,7658800,22412000,36532400,41179900,45426400,26729400,262070500,1614200,630000,14061800,4974600,21561200,10076100,51271700,41307800,11044900,45443600,122295100,24962200,50407300,32318100,38973000,27899700,13655000,7068100
2020-03-18,1112900,13369800,101136100,74919600,7081000,9136600,16703200,38725100,8045700,8384100,2631700,56158300,198033900,53793400,42503100,27464100,11300400,6134800,22014200,62296700,10038800,12145900,11381400,6672800,23364700,36454700,54281500,43042100,26309900,327597100,1201700,572000,17807900,4035800,31620100,11038600,57760500,37816500,9875900,52135800,145056400,26018900,53706200,35524900,42846400,28931000,16925700,6790200
2020-03-19,650700,13532100,68919700,65863000,7867100,24881100,14580600,49162100,8722000,5990500,2025700,39366100,103179000,41747600,43621900,50296000,15072800,3912300,18324900,62654700,10306700,10200900,13162200,6646000,22765400,38022300,50720300,42238300,25628300,289322000,2195900,367100,18598300,5061200,23878100,10031100,63671400,40757300,8986900,52226500,105652800,16868000,61727100,26807900,32729500,27121100,13177300,7602800
2020-03-20,590300,12206000,100290200,62803000,5384200,15873600,15803800,45808500,10220600,6038500,2383400,51232800,68320700,30456700,40688300,59658800,12587600,5356800,12619800,76203700,15406900,11792700,13722000,6929700,21632100,29834900,39904400,41992400,28966000,347158800,1767200,485800,17811000,4626100,23754200,8509000,54786300,49851800,15248700,58357200,157840900,22341700,45222000,26903700,28179200,22004900,18620000,9441100
2020-03-23,947300,15712300,97832900,61708000,9643300,9818500,12502200,50448200,7489100,13300200,2364300,37971800,93812100,35069600,31309400,39809700,16239400,8171700,14473200,63534700,13311600,12214000,14004200,8004300,25851000,32115800,58496200,46696700,28839500,326025200,1929500,483600,26466000,3592300,31709200,17770700,57178400,55124600,18677400,48260200,144547900,34346400,42479200,31822200,32009000,33633000,18092300,5231400
2020-03-24,1334700,14123600,84450500,51118500,7357600,12440500,17417000,38398900,6132800,10131700,4442900,39464800,127861300,58308000,26565800,39286400,13173900,5232000,12474400,73386700,8583100,10091700,11522700,11718700,24133700,35181300,51313500,56571900,37591800,235494500,1533800,529400,19944000,4988600,24713700,10179000,42462300,40806400,11879300,44511100,158551100,29349700,37664500,28041800,27451400,16775800,12175300,7675300
2020-03-25,2716500,17556100,79588900,60405600,6100400,21062300,13534000,45768900,14001900,15124000,6259100,33129400,102594400,42510000,28896100,38802000,10330200,4660400,11938200,56043700,13872500,10539400,11648700,18545400,29565800,37082100,56013000,74429200,42141500,299430300,1714600,659900,23381700,6428800,30970300,10330300,48337300,48730200,13576400,52434900,162949600,27753000,28740400,25526400,30627500,16851800,16558100,9344200
2020-03-26,2764600,16071900,89991500,60511800,7455800,16614600,16296200,42902500,12863500,9408300,5584300,34047500,47458000,22168300,28234500,29468000,10927200,2693100,15886800,51657600,12251300,10338200,12488900,18349000,28252600,36344500,48482500,73920100,48476500,257632800,1723500,547300,17248500,7215200,22818600,9797300,38425000,38009500,13383900,46918100,129753900,22110200,28212900,25754100,30897200,18822500,14441400,7533000
2020-03-27,2001500,10545600,74103800,53372400,3807100,9423500,11858100,54952700,8414300,7398800,3951900,39483000,94471000,35161200,23533800,26220100,15468700,1905900,9514700,39931500,8008900,7498000,8173100,15652500,26510600,33910200,42155000,64357600,38700700,224341200,1649100,574700,17222800,6023600,23112700,11079700,42774800,30660100,14075600,36528400,109305600,22486700,29242700,26004700,25093100,13043200,8835300,7728600
2020-03-30,1121000,7691800,47544900,45987700,3162900,5358500,7386600,36712500,6155700,7657800,2844000,22500100,63038600,22814200,21051700,26764700,12111700,1749500,9539800,41552100,10279800,7386300,8266200,14540400,24791700,23455600,32979600,59426500,32434600,171369500,1414100,569200,12981000,4692800,16350600,6507800,39894300,26917400,9754200,42127400,67297200,15759000,23740100,15892600,29759500,13766700,14060800,5659900
2020-03-31,688300,8426600,64131300,64906600,3825600,5759400,14671000,25303900,9874400,6874500,3629400,17072800,45113700,21698800,25612200,29842500,9601600,4007800,9561000,52948000,7739300,6876100,9817100,13165100,26650500,22982900,43213400,54524700,33829200,194881100,1519400,527800,18454100,5770500,24456600,7946500,35151700,28798700,8508700,34350600,83819900,12883900,19994400,15203200,33728200,13584900,12433000,5705900
2020-04-01,866100,8570300,65580600,40960200,4073900,7335500,10511700,24245700,4987300,8446300,4849400,28408000,33900200,17055100,20830100,27348600,11180800,3547100,13680800,54224200,9120100,7738700,9133200,15125600,30592000,40607900,38189600,68622600,45037500,189554600,2094500,617600,16948600,6336400,22757200,9661700,28504800,27389300,10240400,23826500,79185000,16057100,27492400,11979800,26710300,15255200,12970300,8301900
2020-04-02,653600,8231900,55784000,38008700,12390700,8874400,10347000,26836500,7453100,7377100,4294100,33081500,39859300,20453200,17846400,16874700,10329700,2122800,7510800,43774200,8530300,6504600,11589700,16123600,32777800,30712800,41577900,83839500,51122000,177660400,2507000,513300,17347100,7196200,23550600,7130000,33085500,23383500,11784600,73128100,68398300,23895100,22111800,14748100,26560800,13588000,27589900,7368500
2020-04-03,364400,6664500,68672500,33029800,5931600,5759000,6930700,28789200,5999700,6655000,3921200,18891300,33775700,13216300,20864800,20604400,8491200,1567400,6419000,42189200,6914900,3394800,7525800,13548800,25003600,35004000,40390100,62390400,41104600,135561200,2476900,5353400,17621400,6602500,20832600,6831000,38093100,20830000,9265800,63834300,68418100,15912400,15786000,15374100,15936000,12934200,20734300,6500400
2020-04-06,1332600,10322500,82394800,42257500,6244400,7469600,9430400,33005300,8233400,12382700,7159400,23613500,62383700,42470600,18767400,19127500,7813500,3560500,9644800,48708100,10757000,6782700,8784900,18346900,25309500,34190700,39068200,70665900,44681400,188061200,4217300,7429500,17299900,9011800,20791500,6520300,30789300,24480000,10466700,38020700,69015100,19306700,17993600,14835200,20689800,13472900,17259500,9990200
2020-04-07,1528600,10857700,74322600,36678000,8923900,8088200,10375000,39329600,8132900,12435400,7528500,28960800,31203200,16167000,16255400,16824500,8730900,2376200,11723100,57546100,11652500,8036900,12536500,24062000,35198200,45974900,47873300,88626900,59686500,201427200,3499700,6718300,29071500,11792900,29832000,7958700,36819800,25931000,11211300,51509500,70950900,18391000,22149400,22985400,24581600,16699200,18167600,9737900
2020-04-08,1090900,6940700,47112900,35282900,4821800,5897300,6688300,25855500,4373000,9528400,7034000,14724200,17474900,8668700,15406500,21606900,8057400,2653800,5963300,52697500,10806500,5566400,9152200,17767800,25132200,25579800,38415100,67405800,48204700,152966300,3499600,4114600,22022600,11434200,20247800,6343800,35234700,20939200,16463600,41870000,79997100,11986700,13711600,13877400,32460900,32624300,13137900,10210900
2020-04-09,1347400,9418400,67239300,42219300,5824700,6211300,7021400,27285100,4454000,14110900,10643800,21931400,68549100,22848100,54618600,33592500,9651700,4959700,11462100,69666400,16973200,8570300,10963700,21835900,38526900,37610600,44859400,84924700,60092600,190282700,4262500,603300,34403700,16882200,26926600,13717100,25835100,24956000,30738000,91381500,147892900,21132300,19630700,20376000,43862000,12983200,36283300,9256700
2020-04-13,1068300,6761900,38193400,33424700,3053500,1735500,4014800,18622700,2683500,9226200,8135200,21073000,59888600,24748300,22605800,23078200,8629800,3248600,7569700,40198200,8895600,5292700,9347100,17144000,22450700,26314800,35165200,70665300,44743500,114839100,3959200,405300,25276300,10033700,21651700,10152800,34969000,25044100,15857300,33842800,66236300,11086600,12650800,10679500,13915200,9606600,10786300,8565100
2020-04-14,905300,5391900,52817400,36915600,3904500,4338600,7740100,20940300,5616300,8871500,8957000,35863600,59359900,20806900,19156100,71917900,8388200,2912700,8106500,35089700,14920000,6536700,13882900,17192500,23239100,25811700,30687900,75362700,46860400,134143400,3205700,541900,21057800,10852900,19105600,5934600,21511100,21580400,8262000,36324100,96169000,15293600,15889500,17745300,17087800,12830800,9061800,4866100
2020-04-15,1176500,6828000,60775200,30158700,4238200,8254200,6329800,24076400,4905600,8353500,6725900,25453800,31917300,17759700,11880300,22678500,8537700,2447100,6012100,34809900,11372500,3231300,10247800,17578000,21026700,21364600,27931700,66668500,43195500,121775000,4161100,487900,20205500,10071800,16933400,6124500,22435900,16109900,5700600,36710500,63482000,12758400,12929100,12553400,12835800,11019000,12459300,5829000
2020-04-16,833700,6126400,37215100,37284200,7048200,5108900,10502400,19866900,8510500,8726300,7014800,20821300,37982800,14576200,19082400,38655600,9521500,2150300,6360000,49501300,14381000,4614100,13742100,18681100,23263700,26552900,34532500,73572300,44607100,131798300,5616600,411000,23377800,12791700,21153600,4493300,36469000,32117900,4627900,32302900,68907600,16117600,11833800,14486100,10400000,11331600,7705200,4996300
2020-04-17,1491100,5924500,40870300,36205100,7279200,4411700,6565000,23776900,8610100,7637600,7276800,29405600,29249500,17156400,11692600,24729600,8196800,3281400,7982800,46250200,14154200,6301200,9803600,15813600,21225500,27379000,31562100,60698200,42138600,146684800,4287100,412500,23668900,11108100,18511400,4636500,27888500,28173200,6304600,45853400,88698600,18372500,14142400,12083100,10777500,11504400,11995100,5175100
2020-04-20,908400,7357400,44402700,25077400,5309000,3359400,5135600,22623300,8399800,7481500,6134200,18007300,25488800,14043100,17039000,17716500,8016400,3157800,5692100,36700500,14338200,3190800,7487400,19284800,20156100,19036100,28604900,62102900,43278200,100109300,3554200,307300,21921800,11985600,17968200,4061400,28400300,22379500,4843200,56395000,59063100,10475100,10203500,9263900,14380500,10558100,19966900,6840500
2020-04-21,1165200,6571400,46166600,35535300,6219100,6052800,10479000,20317900,4069400,7278500,8853900,25719000,22464500,9091200,17809100,21373700,6999200,2083900,8689400,31608900,11267000,7049500,11962700,21689900,28043900,25052900,33679400,81223600,54921100,126385700,5359700,744500,25230100,10669400,21538800,7454400,22139300,17501900,5987700,60430800,71957900,9553300,16382500,13021900,20391600,9291400,18369400,5251200
2020-04-22,532700,4323900,37455800,28732700,2137600,2612200,8493000,21411700,4315700,4064000,3327000,16925600,40942600,17335600,11835900,14855200,5867400,1623800,7207100,24407200,7897300,3457200,7482300,13877600,19606400,15824900,18484400,50053300,44551000,93524600,3486800,329400,13277900,7718500,12532700,7480000,17123200,16567900,3832600,36894100,47510300,9185000,12019100,15086800,15597000,11994100,11448900,5638400
2020-04-23,921200,6364800,40733100,34733400,6124700,3703200,12300100,23384500,6478400,5085700,5303100,19569100,56325900,20507200,13653400,14686600,5029400,1887200,7300700,38571200,7602000,5338900,10532200,17717400,24342900,18709400,30495300,67937800,51584900,104709700,5220200,587800,23402500,14660700,18357100,9228500,22064600,19398700,6383600,41603600,71740200,14256500,10584800,21074200,12415200,16013300,12344600,5068500
2020-04-24,1064900,3572500,30553700,30445100,4689600,3150800,6501200,44241100,5446800,4273700,4196100,12783200,40580400,11979300,11072400,13624400,3680100,1394700,5011900,27155800,5932000,3488700,8476400,13470800,15555100,15956000,24007300,50080300,42689700,85166000,3851300,560000,19757900,13471300,14308600,6806300,14562000,15272300,4145700,32441500,33836700,7139000,8442500,9638300,11986900,7853300,8967300,4506000
2020-04-27,1105800,3632500,30617400,30786900,3237100,4753100,8362900,20660500,2571100,5789200,4630600,16911700,30455600,10587200,11891200,16630000,7691500,3236600,5334600,39021300,10027200,3288500,6646200,11695600,14202800,24129800,21158100,41527300,35645000,77896600,4394700,382200,23845500,14542700,11619300,3559900,19673500,17169500,4861100,23288000,109435100,9323200,7799300,11024000,12740500,8022100,9154800,8164200
2020-04-28,1142600,4709900,34463600,35115400,2940200,4945900,9366700,27961500,3578900,7532400,5232100,23640100,31629700,9147800,15360900,16119600,7368900,4615500,6904700,47292700,10311400,5459000,12417100,16108600,20557600,17751500,31452400,56570200,46564000,105270000,4548700,654900,31466200,14238300,18334200,3896000,16352900,15768600,6751900,29569000,46452300,9938600,12633800,13608800,14321700,11517500,8198900,7894400
2020-04-29,2018500,5015300,45483100,34921800,4141700,4766600,5826900,24234000,4142400,6817500,6212000,20305900,36914000,10621100,11024800,10664700,6120300,4060700,7104800,50390500,11157100,4874100,8278700,17818100,27114100,22750000,26079300,65014600,54490800,118745600,6737200,633100,30897300,20035300,14578400,4843800,19368500,14100100,5876300,35537500,70064400,12757000,11462900,16038500,11787800,9939900,11814800,5507200
2020-04-30,1356300,4928900,59177700,52183100,13775900,4485400,9096900,23441100,6392400,5136400,4699400,45486000,52237400,18277400,20692000,22585100,6400100,4036500,11243800,43727500,7497200,5377500,7851200,12000100,19370500,19799400,25399700,52213600,49081200,121841200,5351600,459800,25927000,13971000,15313100,6050300,17964300,26071100,5406800,41998000,56734900,14309800,15424900,16396500,19366900,12768300,14895600,7750600
2020-05-01,1186000,4723500,56829000,32088300,3052200,4692000,7250800,16593600,4210400,6409300,5318500,54503300,34003000,10879600,14884900,21093100,6576600,2731000,6341200,43352000,8242400,4609200,8054500,13646800,19181600,19646200,26388900,50569800,46595400,125180000,8561300,715600,24249300,14811300,16562700,5023200,20722600,21870700,5067000,29265900,37534300,9019200,11995100,13023600,13459300,10102000,11455600,7308000
2020-05-04,1794300,3845500,37036200,23432000,3958600,5492900,6350200,24726900,5233700,5364500,4442000,28110200,34391400,9274500,15158600,20601800,6500800,2323300,4756600,28498200,6703100,4835000,6905700,12592000,15754200,17888900,18849000,48666800,36042100,80873200,8319900,430100,18152600,14685200,10721500,4376100,28930800,22859900,5070500,26390200,50177200,8551700,10729000,11314200,12013800,8991300,10001300,5046400
2020-05-05,1012400,3143500,41772700,23459100,2860800,3424000,5004700,21735600,3603900,5643500,4019700,25316400,30289700,9111800,12191000,12750000,5095700,3597900,5939700,31209400,8834100,3997700,7339200,10696600,17637100,12471500,18649400,40753400,30393500,79569900,5126100,359100,27468500,13854400,11068000,4367000,14919900,14461600,4517000,34366700,65123000,8691200,8687300,9705200,11826800,11498300,11905800,4667700
2020-05-06,1055600,3082300,36584500,22596000,8799500,4941800,6092200,22066900,2574900,4441000,4524000,17373600,29078400,11943600,9517900,9642100,4430200,2683000,3434800,29836800,8721300,3581800,7419500,13989700,14740500,11202300,18055100,41487600,29448400,73632600,5504800,312600,20790100,13779000,13270100,3854200,13380600,12747300,3753200,23675100,63738400,7048100,8470500,10700100,24075200,9493200,10741400,5450300
2020-05-07,1244000,3411500,36883300,30628700,4445000,4994600,5704100,29147600,2998500,6256100,6717800,16027000,35053600,13275200,8346800,12089700,7886300,3013300,3779000,27493000,11203200,4243500,9270800,14712600,16895100,14784600,15240800,40675800,37231900,75250400,6061600,369600,22169200,15642500,11094000,6513500,18120900,13151400,4122900,24234700,61339000,8144500,10544400,11203600,21133100,9453900,8845100,3317900
2020-05-08,1391800,3904400,60613600,20445800,4911700,6407800,6984100,22082900,3085300,4599400,4504800,27802200,28619300,8754400,6580700,16103300,5220300,2856800,4342000,32162000,8148200,3369000,7329000,14152400,16730000,14731400,12880000,40654400,29963000,76622100,6934900,394100,27479600,19763500,10269700,3686100,12044700,16327000,3783500,24840600,42240700,8661500,7612300,13405000,13276600,10374500,8008300,5572400
2020-05-11,990900,2743000,31050600,30772300,3294700,3570100,7608000,24706400,4081000,4250400,4586600,16171700,28710000,11354200,16942600,12544000,5034000,2103600,6128100,33983200,12565700,2647100,7083500,11411600,12586300,11584600,14115800,38129300,29582000,79030200,5505900,335300,28454300,14384100,10851300,4344100,12318400,13167700,4428600,23259100,54981700,8407700,10383100,8807200,15663200,15115100,6955700,4373700
2020-05-12,1178400,6433900,49641400,59246700,5811400,8573500,8422400,28110100,5681800,7292500,5387600,39072800,20999600,8211600,18373500,14967200,6105100,2091300,4748800,44275300,12043300,5113700,7847000,14009800,15556300,13675200,17276100,39704600,33978400,95870800,6955100,411800,24931000,18060400,12412600,4046400,16592300,14340900,4200000,28064500,62202700,12329000,13521000,20587300,21867200,18471000,7525300,5053000
2020-05-13,1706800,7531300,55002900,31920300,7194200,9955500,9655600,28730900,6535500,10805300,7337000,42658000,33290200,10054400,19661400,16606000,8610200,3734300,8599000,58719300,12188700,8794100,13298600,21659200,34482100,23514300,24326900,79935200,63296000,144721100,14934100,823800,32853000,25271000,18927500,6051600,16110600,17270700,5266100,34497400,86848300,15434500,16971100,12186800,19822500,12667200,14234700,6793500
2020-05-14,1745800,6964500,58633700,41217500,7651000,9038900,9076300,47429500,6698100,11855700,8106700,33644600,33736200,10101200,18726800,29416600,9813800,3388200,8721000,55904300,13663700,5401900,10195400,25670900,27665000,22774700,32202500,77643200,62663500,121977900,12574400,492700,39014800,24878800,20725600,6279300,18021700,19407500,5421000,30984200,103763100,14221100,15237600,11793500,23116600,12021400,12272800,5350800
2020-05-15,979700,4811100,40402000,34086000,4994800,5359200,5225400,34955800,7125500,5875400,4160100,25440300,38465800,14583000,12473700,23652500,7020100,4370500,7109700,40236600,11608600,4648600,9222700,15626000,18169200,13047400,22057500,52693300,40599600,111146300,7017000,341600,24740600,18392300,15967700,4829100,17247600,11522500,4880600,27213900,70285000,17398000,14016400,20847900,34673800,15170200,7819700,5720800
2020-05-18,2108000,5234300,47488200,39999500,7563600,6703400,6914600,31476000,5609600,10913000,8626400,27718100,33168700,10432300,12390100,16703400,4653800,4026300,6021000,47075400,15877800,4929800,8701400,17365400,24772900,20370500,18482900,53523700,43231200,120320200,8998200,833900,30791700,21452000,13242900,11773500,18536800,13599700,4425700,36597400,79563600,22117500,10017700,15214100,22997900,10557300,9664000,6015600
2020-05-19,1609100,4404700,36152600,31462400,4997900,3877200,4122600,32020600,3267300,5361500,5125200,21572400,36737200,14503800,13887800,12146800,5928300,4502800,5323900,30270000,12057100,4008400,6959900,13280800,16479700,12523500,18037400,35894400,28010900,95189300,7702500,701800,30148400,17828000,12262600,4999500,12690600,10852400,4892900,26970300,56673200,12447700,10046400,15313100,16327900,10561400,7541200,4138000
2020-05-20,1396500,3280600,43140300,32827600,7323100,4384400,16131600,25495700,2704200,5346400,6007100,23698400,30058100,7405800,13304700,11334000,5389600,4892800,3890100,35901300,10069500,2983700,6423100,12672800,15248700,11111900,17601100,44038400,30976000,85861700,7849200,922100,30007800,24118000,10012200,4215800,14971700,12651500,3799300,27260600,50402600,8644000,9096000,8519600,11791600,10058000,9063100,3977500
2020-05-21,1705400,3378200,42845500,27554400,4342700,11565900,4437100,30696500,3978100,3918900,4703200,33185600,33179400,9094400,10206700,21019800,6890400,6096500,3865500,32716500,10284400,6921200,8870900,17287300,15757300,12481100,17467900,49385700,38633600,78293900,6727500,1104300,34602200,20791200,13138600,4027100,13381500,12794500,5245700,28120900,49939900,7682300,10290800,13913900,16934100,12259500,7289300,6565600
